prompt	answer
мөнхийг	мөнх <acc>
түлээчинд	түлээчин <dat>
ухралтын	ухралт <gen>
бэлгэдлийг	бэлгэдэл <acc>
довцгоос	довцог <abl>
соронзыг	соронз <acc>
чимэглэлээс	чимэглэл <abl>
тасалгаанаас	тасалгаа <abl>
тайлангаас	тайлан <abl>
ханцуйд	ханцуй <dat>
таслалтай	таслал <com>
чамархайн	чамархай <gen>
хөтлөгчид	хөтлөгч <dat>
сэвээр	сэв <ins>
задралд	задрал <dat>
угтвараа	угтвар <voc>
оюутны	оюутан <gen>
дамжаанаас	дамжаа <abl>
явцыг	явц <acc>
линзэд	линз <dat>
шуугианыг	шуугиан <acc>
гулсуураа	гулсуур <voc>
мөхөөлдөстэй	мөхөөлдөс <com>
дарлалтай	дарлал <com>
зөөгчөө	зөөгч <voc>
гүжирдлэгт	гүжирдлэг <dat>
тохуугаа	тохуу <voc>
залгаастай	залгаас <com>
дагагчаас	дагагч <abl>
эвэрлэгээ	эвэрлэг <voc>
буртгийг	буртаг <acc>
савлуурын	савлуур <gen>
графикаас	график <abl>
хамелеоноор	хамелеон <ins>
батгатай	батга <com>
нууцаас	нууц <abl>
гавалд	гавал <dat>
тармуураа	тармуур <voc>
тавцангийн	тавцан <gen>
роботыг	робот <acc>
бутаар	бут <ins>
төсвөө	төсөв <voc>
банктай	банк <com>
арштай	арш <com>
уйтгарт	уйтгар <dat>
дарамтаа	дарамт <voc>
илбэчинтэй	илбэчин <com>
нийтлэлтэй	нийтлэл <com>
улангираар	улангир <ins>
нийгэмлэгээр	нийгэмлэг <ins>
бэлхүүсээс	бэлхүүс <abl>
шоглоомоос	шоглоом <abl>
хөтлөгчтэй	хөтлөгч <com>
намарт	намар <dat>
болортой	болор <com>
фашизмаа	фашизм <voc>
загасчлалаа	загасчлал <voc>
нуманд	нум <dat>
тайлбарлагчаа	тайлбарлагч <voc>
хөнгөлөлтөөр	хөнгөлөлт <ins>
дайчнаас	дайчин <abl>
сонирхлоос	сонирхол <abl>
скаутын	скаут <gen>
бахархалтай	бахархал <com>
таргаас	тарга <abl>
сударт	судар <dat>
гуйлгаар	гуйлга <ins>
самтай	сам <com>
солонгоор	солонго <ins>
хэрмийг	хэрэм <acc>
гуунаас	гуу <abl>
уриалгын	уриалга <gen>
буланг	булан <acc>
мэндчилгээгээр	мэндчилгээ <ins>
мануухайтай	мануухай <com>
элэгдлийн	элэгдэл <gen>
оврын	овор <gen>
хэрмээр	хэрэм <ins>
байнгын	байнгын <gen>
бэрхшээлийн	бэрхшээл <gen>
зурлагын	зурлага <gen>
бэрхийг	бэрх <acc>
шорооны	шороо <gen>
сүрээс	сүр <abl>
үтрээнээс	үтрээ <abl>
тархалтад	тархалт <dat>
цөөрмийн	цөөрөм <gen>
шүүмжлэлээр	шүүмжлэл <ins>
сониноор	сонин <ins>
тагнуултай	тагнуул <com>
хуулийг	хууль <acc>
боловсролыг	боловсрол <acc>
лаазанд	лааз <dat>
хүрмээс	хүрэм <abl>
үсэгтэй	үсэг <com>
холгодсонд	холгодос <dat>
гүйлтэд	гүйлт <dat>
хуримтлалыг	хуримтлал <acc>
хавтсыг	хавтас <acc>
зугтлагаа	зугтлага <voc>
шөрмөсөө	шөрмөс <voc>
үтрээнд	үтрээ <dat>
туршуулд	туршуул <dat>
тооцоогоор	тооцоо <ins>
төлөвөөс	төлөв <abl>
гахайгаар	гахай <ins>
сургалтад	сургалт <dat>
цөхрөлийг	цөхрөл <acc>
оношоо	онош <voc>
бутралаа	бутрал <voc>
давталттай	давталт <com>
ширээгээр	ширээ <ins>
дамжаанд	дамжаа <dat>
савангаар	саван <ins>
багажид	багаж <dat>
тэнхлэгт	тэнхлэг <dat>
баримжаатай	баримжаа <com>
шуугианаа	шуугиан <voc>
хийсвэрлэлээ	хийсвэрлэл <voc>
зулайгаа	зулай <voc>
гачигдлаар	гачигдал <ins>
дунд	дун <dat>
зөвлөлөөр	зөвлөл <ins>
уршгийг	уршиг <acc>
нэрээр	нэр <ins>
хорголжоор	хорголж <ins>
тангогоо	танго <voc>
амийг	амь <acc>
дуранд	дураараа <dat>
тасалгаагаар	тасалгаа <ins>
бүрээсээс	бүрээс <abl>
тогтоолыг	тогтоол <acc>
сахалтай	сахал <com>
бонусаар	бонус <ins>
өдрөөс	өдөр <abl>
судалгаанаас	судалгаа <abl>
дарангуйллыг	дарангуйлал <acc>
уртрагаас	уртраг <abl>
ферментээс	фермент <abl>
мяндаснаас	мяндас <abl>
зөвлөгчийн	зөвлөгч <gen>
шинжлэгчээс	шинжлэгч <abl>
хувцасны	хувцас <gen>
ааваа	аавынх <voc>
сонирхогчийн	сонирхогч <gen>
хөдлөлийн	хөдлөл <gen>
уранаас	уран <abl>
шатанд	шат <dat>
бэрийн	бэр <gen>
орлоготой	орлого <com>
онгоцны	онгоц <gen>
заналхийлэлтэй	заналхийлэл <com>
амьдралтай	амьдрал <com>
урамшуулалтай	урамшуулал <com>
зүүлтээс	зүүлт <abl>
засварчныг	засварчин <acc>
товхимлоос	товхимол <abl>
үйлдвэрлэлээ	үйлдвэрлэл <voc>
урилгаа	урилга <voc>
дээврийн	дээвэр <gen>
үертэй	үер <com>
хөргөгчийг	хөргөгч <acc>
тууралтад	тууралт <dat>
чихтэй	чих <com>
ярилцлагаа	ярилцлага <voc>
тагтаар	тагт <ins>
аршийн	арш <gen>
ороолтоо	ороолт <voc>
гэрчээр	гэрч <ins>
эрдэмтний	эрдэмтэн <gen>
илүүдлээ	илүүдэл <voc>
сэнсээр	сэнс <ins>
унжлагын	унжлага <gen>
жолоотой	жолоо <com>
хулмаснаас	хулмас <abl>
дэнлүүтэй	дэнлүү <com>
түрээслэгчийн	түрээслэгч <gen>
шээсээр	шээс <ins>
ялгавраа	ялгавар <voc>
төлөвийг	төлөв <acc>
гологдолд	гологдол <dat>
мөрөөдөлтэй	мөрөөдөл <com>
бэхтэй	бэх <com>
үгийг	үг <acc>
зугтлагаар	зугтлага <ins>
захиалагчийн	захиалагч <gen>
уулчныг	уулчин <acc>
халаасаар	халаас <ins>
буурцгаа	буурцаг <voc>
давхраанд	давхраа <dat>
хөгжлийн	хөгжил <gen>
ясанд	яс <dat>
гүйцэтгэлтэй	гүйцэтгэл <com>
загварын	загвар <gen>
төвийг	төв <acc>
лавлахаар	лавлах <ins>
дүрмээс	дүрэм <abl>
гачигдалд	гачигдал <dat>
найруулгаас	найруулга <abl>
үйлдвэрлэгчид	үйлдвэрлэгч <dat>
намрыг	намар <acc>
зугаалгыг	зугаалга <acc>
буурцгаар	буурцаг <ins>
эдийг	эд <acc>
цэцэгжүүлэлтэд	цэцэгжүүлэлт <dat>
гахиурт	гахиур <dat>
чиглэлд	чиглэл <dat>
гүүрэнд	гүүр <dat>
шаналлын	шаналал <gen>
хавраар	хавар <ins>
сэвийн	сэв <gen>
байцаагчид	байцаагч <dat>
дискээр	диск <ins>
шүршигчийг	шүршигч <acc>
даяантай	даяан <com>
аяганы	аяга <gen>
бичилттэй	бичилт <com>
тайтгарлаа	тайтгарал <voc>
гарзанд	гарз <dat>
тотинд	тоть <dat>
хуримаас	хурим <abl>
гашуудлын	гашуудал <gen>
шүүсээ	шүүс <voc>
хуваарилалтад	хуваарилалт <dat>
хөлгөөр	хөлөг <ins>
сахиусны	сахиус <gen>
ачаагаа	ачаа <voc>
мөчлөгтэй	мөчлөг <com>
гагнуураа	гагнуур <voc>
амтыг	амт <acc>
туулайг	туулай <acc>
махчнаас	махчин <abl>
харьцуулалтын	харьцуулалт <gen>
зүгээр	зүг <ins>
элементэд	элемент <dat>
эцэст	эцэс <dat>
холестеринтой	холестерин <com>
шархыг	шарх <acc>
чуулгаас	чуулга <abl>
дамжуулалтаас	дамжуулалт <abl>
савхинд	савхи <dat>
булдруунд	булдруу <dat>
зоодойтой	зоодой <com>
үгээр	үг <ins>
модернизмтой	модернизм <com>
тунхаглалаа	тунхаглал <voc>
хилэгнэлээр	хилэгнэл <ins>
хошуучлагчаа	хошуучлагч <voc>
салаанд	салаа <dat>
үдэшлэгээс	үдэшлэг <abl>
хандлагын	хандлага <gen>
загасчлалыг	загасчлал <acc>
бялуугаар	бялуу <ins>
зарлалтай	зарлал <com>
хязгаарлалыг	хязгаарлал <acc>
өвчний	өвчин <gen>
туяаны	туяа <gen>
багтраагаар	багтраа <ins>
өрөөнөөс	өрөө <abl>
тайрдсыг	тайрдас <acc>
сүүдрийг	сүүдэр <acc>
оёдолчны	оёдолчин <gen>
хуримтлалтай	хуримтлал <com>
чичиргээнээс	чичиргээ <abl>
зохицуулалтаар	зохицуулалт <ins>
загвараа	загвар <voc>
алуурчинтай	алуурчин <com>
хоцрогчтой	хоцрогч <com>
луйварчнаас	луйварчин <abl>
зэмлэлээр	зэмлэл <ins>
дүрмээ	дүрмийн <voc>
зээтүүг	зээтүү <acc>
хүрээг	хүрээ <acc>
доргиогоо	доргио <voc>
тээврээр	тээвэр <ins>
гулсуурын	гулсуур <gen>
сүйгээр	сүй <ins>
ойлтоос	ойлт <abl>
туйлыг	туйл <acc>
оромжийг	оромж <acc>
эвлэрэлд	эвлэрэл <dat>
статистикийг	статистик <acc>
бахархлаа	бахархал <voc>
хайгуултай	хайгуул <com>
өөрчлөлөөр	өөрчлөл <ins>
тогтолцооны	тогтолцоо <gen>
хатаагчтай	хатаагч <com>
янхнаас	янхан <abl>
вальсын	вальс <gen>
ухагдахуунд	ухагдахуун <dat>
хяналтыг	хяналт <acc>
бүйлсээр	бүйлс <ins>
язгуураа	язгуур <voc>
харшлаас	харшил <abl>
хэвлийтэй	хэвлий <com>
гавьяанаас	гавьяа <abl>
туяаг	туяа <acc>
баримтын	баримт <gen>
бялдуучлалтай	бялдуучлал <com>
бэртэлтийн	бэртэлт <gen>
өөдөснөөс	өөдөс <abl>
хуйлаасны	хуйлаас <gen>
томыг	том <acc>
өрөөр	өр <ins>
үйсэнд	үйс <dat>
алдагдалтай	алдагдал <com>
хошуучлагчийг	хошуучлагч <acc>
овроос	овор <abl>
өндөгтэй	өндөг <com>
харвалтыг	харвалт <acc>
боргиогоор	боргио <ins>
нүүрстөрөгчийг	нүүрстөрөгч <acc>
бамбайд	бамбай <dat>
гадраа	гадар <voc>
шавартай	шавар <com>
биелэлтээс	биелэлт <abl>
зовлонгоор	зовлон <ins>
инженерээс	инженер <abl>
харвинг	харвин <acc>
илднээс	илд <abl>
банзнаас	банз <abl>
хангалтаас	хангалт <abl>
нийгэмлэгтэй	нийгэмлэг <com>
занганаас	занга <abl>
алдартныг	алдартан <acc>
тосыг	тос <acc>
мэрийлтийн	мэрийлт <gen>
сойзыг	сойз <acc>
шийдвэрлэгчийг	шийдвэрлэгч <acc>
эмээлээс	эмээл <abl>
цөхрөлийн	цөхрөл <gen>
шүүсээс	шүүс <abl>
харьцаанд	харьцаа <dat>
хардлагаар	хардлага <ins>
онгодоор	онгод <ins>
үүргээс	үүрэг <abl>
хүдэртэй	хүдэр <com>
барментэй	бармен <com>
өвөөгийн	өвөө <gen>
тунхагт	тунхаг <dat>
бялдуучлалаас	бялдуучлал <abl>
шидэлтийн	шидэлт <gen>
өрнөөс	өр <abl>
мэргэжилтэнтэй	мэргэжилтэн <com>
чагтны	чагт <gen>
халбагаар	халбага <ins>
мөхлөөс	мөхөл <abl>
хямдралын	хямдрал <gen>
